DisplayName , LogicalName , PrimaryIdAttribute , PrimaryNameAttribute
Auto Capture Rule , msdyn_autocapturerule , msdyn_autocaptureruleid , msdyn_name
Auto Capture Settings , msdyn_autocapturesettings , msdyn_autocapturesettingsid , msdyn_name
BgJobLedger , msdyn_bgjobledger , msdyn_bgjobledgerid , msdyn_name
Bookable Resource Association , msdyn_bookableresourceassociation , msdyn_bookableresourceassociationid , msdyn_name
Bookable Resource Capacity Profile , msdyn_bookableresourcecapacityprofile , msdyn_bookableresourcecapacityprofileid , msdyn_name
Booking Alert , msdyn_bookingalert , activityid , subject
Booking Alert Status , msdyn_bookingalertstatus , msdyn_bookingalertstatusid , msdyn_name
Booking Change , msdyn_bookingchange , msdyn_bookingchangeid , msdyn_name
Booking Rule , msdyn_bookingrule , msdyn_bookingruleid , msdyn_name
Booking Setup Metadata , msdyn_bookingsetupmetadata , msdyn_bookingsetupmetadataid , msdyn_entitylogicalname
Bot Session , msdyn_botsession , msdyn_botsessionid , msdyn_name
Business Closure , msdyn_businessclosure , msdyn_businessclosureid , msdyn_name
Playbook Callable Context , msdyn_callablecontext , msdyn_callablecontextid , msdyn_EntityLogicalName
msdyn_callablecontext_msdyn_playbooktemplate , msdyn_callablecontext_msdyn_playbooktemplate , msdyn_callablecontext_msdyn_playbooktemplateid , 
Quick reply , msdyn_cannedmessage , msdyn_cannedmessageid , msdyn_title
Capacity Profile , msdyn_capacityprofile , msdyn_capacityprofileid , msdyn_name
Case Enrichment , msdyn_caseenrichment , msdyn_caseenrichmentid , msdyn_name
Case Suggestion , msdyn_casesuggestion , msdyn_casesuggestionid , msdyn_name
Case Suggestion Request Payload , msdyn_casesuggestionrequestpayload , msdyn_casesuggestionrequestpayloadid , msdyn_name
Case Suggestions Data Souce , msdyn_casesuggestionsdatasource , msdyn_casesuggestionsdatasourceid , msdyn_name
Case Topic , msdyn_casetopic , msdyn_casetopicid , msdyn_name
Case topic Incident mapping , msdyn_casetopic_incident , msdyn_casetopic_incidentid , msdyn_name
Case Topic Setting , msdyn_casetopicsetting , msdyn_casetopicsettingid , msdyn_name
Case Topic Summary , msdyn_casetopicsummary , msdyn_casetopicsummaryid , msdyn_name
Entity Routing Context , msdyn_cdsentityengagementctx , msdyn_cdsentityengagementctxid , msdyn_name
Channel Capability , msdyn_channelcapability , msdyn_channelcapabilityid , msdyn_name
Channel Definition , msdyn_channeldefinition , msdyn_channeldefinitionid , msdyn_name
Channel Definition Consent , msdyn_channeldefinitionconsent , msdyn_channeldefinitionconsentid , msdyn_name
Channel Definition Locale , msdyn_channeldefinitionlocale , msdyn_channeldefinitionlocaleid , msdyn_name
Channel Instance , msdyn_channelinstance , msdyn_channelinstanceid , msdyn_name
Channel Instance Account , msdyn_channelinstanceaccount , msdyn_channelinstanceaccountid , msdyn_name
Channel Message Attachment , msdyn_channelmessageattachment , msdyn_channelmessageattachmentid , msdyn_name
Channel Message Context Part , msdyn_channelmessagecontextpart , msdyn_channelmessagecontextpartid , msdyn_name
Channel Message Part , msdyn_channelmessagepart , msdyn_channelmessagepartid , msdyn_name
Channel Integration Framework v2.0 Provider , msdyn_channelprovider , msdyn_channelproviderid , msdyn_name
Channel Integration Framework v1.0 Provider , msdyn_ciprovider , msdyn_ciproviderid , msdyn_name
msdyn_ciprovider_systemuser , msdyn_ciprovider_systemuser , msdyn_ciprovider_systemuserid , 
Client Extension , msdyn_clientextension , msdyn_clientextensionid , msdyn_name
Microsoft Teams Graph resource Entity , msdyn_collabgraphresource , msdyn_collabgraphresourceid , msdyn_graphresourcename
Collab Space Team Association , msdyn_collabspaceteamassociation , msdyn_collabspaceteamassociationid , msdyn_name
Component Layer , msdyn_componentlayer , msdyn_componentlayerid , msdyn_name
Component Layer Data Source , msdyn_componentlayerdatasource , msdyn_componentlayerdatasourceid , msdyn_name
Configuration , msdyn_configuration , msdyn_configurationid , msdyn_name
Virtual Connector Data Source , msdyn_connectordatasource , msdyn_connectordatasourceid , msdyn_name
msdyn_connectordatasource_environmentva , msdyn_connectordatasource_environmentva , msdyn_connectordatasource_environmentvaid , 
Notification Field (Deprecated) , msdyn_consoleapplicationnotificationfield , msdyn_consoleapplicationnotificationfieldid , msdyn_name
Notification Template (Deprecated) , msdyn_consoleapplicationnotificationtemplate , msdyn_consoleapplicationnotificationtemplateid , msdyn_name
Session Templates (Deprecated) , msdyn_consoleapplicationsessiontemplate , msdyn_consoleapplicationsessiontemplateid , msdyn_name
Application Tab Template (Deprecated) , msdyn_consoleapplicationtemplate , msdyn_consoleapplicationtemplateid , msdyn_name
Parameter (Deprecated) , msdyn_consoleapplicationtemplateparameter , msdyn_consoleapplicationtemplateparameterid , msdyn_name
Application Type (Deprecated) , msdyn_consoleapplicationtype , msdyn_consoleapplicationtypeid , msdyn_name
App Parameter Definition (Deprecated) , msdyn_consoleappparameterdefinition , msdyn_consoleappparameterdefinitionid , msdyn_name
Consuming Application , msdyn_consumingapplication , msdyn_consumingapplicationid , msdyn_name
Contact KPI Item , msdyn_contactkpiitem , msdyn_contactkpiitemid , msdyn_name
Contact suggestion rule , msdyn_contactsuggestionrule , msdyn_contactsuggestionruleid , msdyn_name
Contact suggestion ruleset , msdyn_contactsuggestionruleset , msdyn_contactsuggestionrulesetid , msdyn_name
Conversation Action , msdyn_conversationaction , msdyn_conversationactionid , msdyn_name
Conversation Action Item , msdyn_conversationactionitem , msdyn_conversationactionitemid , msdyn_name
Conversation Action Locale , msdyn_conversationactionlocale , msdyn_conversationactionlocaleid , msdyn_name
Conversation Aggregated Insights , msdyn_conversationaggregatedinsights , msdyn_conversationaggregatedinsightsid , msdyn_name
Comment , msdyn_conversationcomment , msdyn_conversationcommentid , msdyn_name
Conversation Data (Deprecated) , msdyn_conversationdata , msdyn_conversationdataid , msdyn_name
ConversationInsight , msdyn_conversationinsight , msdyn_conversationinsightid , msdyn_name
Conversation Message Block , msdyn_conversationmessageblock , msdyn_conversationmessageblockid , msdyn_name
Conversation Participant Insights , msdyn_conversationparticipantinsights , msdyn_conversationparticipantinsightsid , msdyn_name
Conversation Participant Sentiment , msdyn_conversationparticipantsentiment , msdyn_conversationparticipantsentimentid , msdyn_name
Conversation Question , msdyn_conversationquestion , msdyn_conversationquestionid , msdyn_name
Conversation Segment Sentiment , msdyn_conversationsegmentsentiment , msdyn_conversationsegmentsentimentid , msdyn_name
Conversation Sentiment , msdyn_conversationsentiment , msdyn_conversationsentimentid , msdyn_name
Conversation Signal , msdyn_conversationsignal , msdyn_conversationsignalid , msdyn_name
Conversation Subject , msdyn_conversationsubject , msdyn_conversationsubjectid , msdyn_name
conversationsuggestionrequestpayload , msdyn_conversationsuggestionrequestpayload , msdyn_conversationsuggestionrequestpayloadid , msdyn_name
Conversation Summary Interaction , msdyn_conversationsummaryinteraction , msdyn_conversationsummaryinteractionid , msdyn_name
Conversation Summary Setting , msdyn_conversationsummarysetting , msdyn_conversationsummarysettingid , msdyn_name
Conversation Summary Suggestion , msdyn_conversationsummarysuggestion , msdyn_conversationsummarysuggestionid , msdyn_name
Conversation System Tag , msdyn_conversationsystemtag , msdyn_conversationsystemtagid , msdyn_name
Conversation Tag , msdyn_conversationtag , msdyn_conversationtagid , msdyn_name
Conversation Topic , msdyn_conversationtopic , msdyn_conversationtopicid , msdyn_name
Conversation topic Conversation mapping , msdyn_conversationtopic_conversation , msdyn_conversationtopic_conversationid , msdyn_name
Conversation Topic Setting , msdyn_conversationtopicsetting , msdyn_conversationtopicsettingid , msdyn_name
Conversation Topic Summary , msdyn_conversationtopicsummary , msdyn_conversationtopicsummaryid , msdyn_name
Agent Preference For Copilot , msdyn_copilotagentpreference , msdyn_copilotagentpreferenceid , msdyn_name
Copilot Interaction , msdyn_copilotinteraction , msdyn_copilotinteractionid , msdyn_name
Copilot Interaction Data , msdyn_copilotinteractiondata , msdyn_copilotinteractiondataid , msdyn_name
Copilot Summarization Setting , msdyn_copilotsummarizationsetting , msdyn_copilotsummarizationsettingid , msdyn_name
Copilot Transcript , msdyn_copilottranscript , activityid , subject
Copilot Transcript Data , msdyn_copilottranscriptdata , msdyn_copilottranscriptdataid , msdyn_name
CRM Connection , msdyn_crmconnection , msdyn_crmconnectionid , msdyn_name
CSAdminConfig , msdyn_csadminconfig , msdyn_csadminconfigid , msdyn_name
Customer Service Key Value Configuration , msdyn_cskeyvalueconfig , msdyn_cskeyvalueconfigid , msdyn_name
Custom API Ruleset Configuration , msdyn_customapirulesetconfiguration , msdyn_customapirulesetconfigurationid , msdyn_name
Custom Control Extended Setting , msdyn_customcontrolextendedsettings , msdyn_customcontrolextendedsettingsid , msdyn_name
Customer Asset , msdyn_customerasset , msdyn_customerassetid , msdyn_name
Customer Asset Attachment , msdyn_customerassetattachment , msdyn_customerassetattachmentid , msdyn_name
Customer Asset Category , msdyn_customerassetcategory , msdyn_customerassetcategoryid , msdyn_name
Customer email communication , msdyn_customeremailcommunication , msdyn_customeremailcommunicationid , msdyn_name
Daily Kpis for account , msdyn_dailyaccountkpiitem , msdyn_dailyaccountkpiitemid , msdyn_name
Daily kpis for contact , msdyn_dailycontactkpiitem , msdyn_dailycontactkpiitemid , msdyn_name
Daily kpis for lead , msdyn_dailyleadkpiitem , msdyn_dailyleadkpiitemid , msdyn_name
Daily kpis for Opportunity , msdyn_dailyopportunitykpiitem , msdyn_dailyopportunitykpiitemid , msdyn_name
Data Analytics User Customized Report , msdyn_dataanalyticscustomizedreport , msdyn_dataanalyticscustomizedreportid , msdyn_name
Data Analytics Dataset , msdyn_dataanalyticsdataset , msdyn_dataanalyticsdatasetid , msdyn_name
Data Analytics Report , msdyn_dataanalyticsreport , msdyn_dataanalyticsreportid , msdyn_name
Customer Service historical analytics , msdyn_dataanalyticsreport_csrmanager , msdyn_dataanalyticsreport_csrmanagerid , msdyn_name
Forecast , msdyn_dataanalyticsreport_forecast , msdyn_dataanalyticsreport_forecastid , msdyn_name
Knowledge analytics , msdyn_dataanalyticsreport_ksinsights , msdyn_dataanalyticsreport_ksinsightsid , msdyn_name
Omnichannel historical analytics , msdyn_dataanalyticsreport_oc , msdyn_dataanalyticsreport_ocid , msdyn_name
Omnichannel Realtime analytics , msdyn_dataanalyticsreport_oc_rt , msdyn_dataanalyticsreport_oc_rtid , msdyn_name
Omnichannel voice historical analytics (preview) (Deprecated) , msdyn_dataanalyticsreport_ocvoice , msdyn_dataanalyticsreport_ocvoiceid , msdyn_name
Sales acceleration reports , msdyn_dataanalyticsreport_sareporting , msdyn_dataanalyticsreport_sareportingid , msdyn_name
Sales usage telemetry reports , msdyn_dataanalyticsreport_sutreporting , msdyn_dataanalyticsreport_sutreportingid , msdyn_name
Data Analytics Workspace , msdyn_dataanalyticsworkspace , msdyn_dataanalyticsworkspaceid , msdyn_name
Database Version , msdyn_databaseversion , msdyn_databaseversionid , msdyn_solutionname
Dataflow , msdyn_dataflow , msdyn_dataflowid , msdyn_name
Dataflow DatalakeFolder , msdyn_dataflow_datalakefolder , msdyn_dataflow_datalakefolderid , msdyn_dataflow_datalakefolder
Dataflow Connection Reference , msdyn_dataflowconnectionreference , msdyn_dataflowconnectionreferenceid , msdyn_name
DataflowRefreshHistory , msdyn_dataflowrefreshhistory , msdyn_dataflowrefreshhistoryid , msdyn_name
Dataflow Template , msdyn_dataflowtemplate , msdyn_dataflowtemplateid , msdyn_uniquename
Data Hygiene Setting Info , msdyn_datahygienesettinginfo , msdyn_datahygienesettinginfoid , msdyn_name
Insights , msdyn_datainsightsandanalyticsfeature , msdyn_datainsightsandanalyticsfeatureid , msdyn_name
Insights Store Data Source , msdyn_datalakeds , msdyn_datalakedsid , msdyn_name
dealmanageraccess , msdyn_dealmanageraccess , msdyn_dealmanageraccessid , msdyn_name
Deal manager settings , msdyn_dealmanagersettings , msdyn_dealmanagersettingsid , msdyn_name
Decision contract , msdyn_decisioncontract , msdyn_decisioncontractid , msdyn_name
Decision rule set , msdyn_decisionruleset , msdyn_decisionrulesetid , msdyn_name
msdyn_DefExtendedChannelInstance , msdyn_defextendedchannelinstance , msdyn_defextendedchannelinstanceid , msdyn_name
msdyn_DefExtendedChannelInstanceAccount , msdyn_defextendedchannelinstanceaccount , msdyn_defextendedchannelinstanceaccountid , msdyn_name
DeletedConversation , msdyn_deletedconversation , msdyn_deletedconversationid , msdyn_ocliveworkitemid
DigitalSellingActiveTask , msdyn_digitalsellingactivetask , msdyn_digitalsellingactivetaskid , msdyn_name
DigitalSellingCompletedTask , msdyn_digitalsellingcompletedtask , msdyn_digitalsellingcompletedtaskid , msdyn_name
Distributed Lock , msdyn_distributedlock , msdyn_distributedlockid , msdyn_resourceid
Data Movement Service Request , msdyn_dmsrequest , msdyn_dmsrequestid , msdyn_requestuniquename
Data Movement Service Request Status , msdyn_dmsrequeststatus , msdyn_dmsrequeststatusid , msdyn_jobuniquename
DMS Sync Request , msdyn_dmssyncrequest , msdyn_dmssyncrequestid , msdyn_requestuniquename
DMS Sync Status , msdyn_dmssyncstatus , msdyn_dmssyncstatusid , msdyn_statusuniquename
Duplicate Detection Plugin Run , msdyn_duplicatedetectionpluginrun , msdyn_duplicatedetectionpluginrunid , msdyn_name
Duplicate Lead Mapping , msdyn_duplicateleadmapping , msdyn_duplicateleadmappingid , msdyn_name
Effort estimate , msdyn_effortpredictionresult , msdyn_effortpredictionresultid , msdyn_name
Entity Attachment , msdyn_entityattachment , msdyn_entityattachmentid , msdyn_name
Deprecated Workstream Entity Configuration , msdyn_entityconfig , msdyn_entityconfigid , msdyn_entity
Entity Delta Change , msdyn_entitydeltachange , msdyn_entitydeltachangeid , msdyn_entitytypename
Entity link chat configuration , msdyn_entitylinkchatconfiguration , msdyn_entitylinkchatconfigurationid , msdyn_name
EntityRankingRule , msdyn_entityrankingrule , msdyn_entityrankingruleid , msdyn_name
EntityRefreshHistory , msdyn_entityrefreshhistory , msdyn_entityrefreshhistoryid , msdyn_name
Entity , msdyn_entityroutingconfiguration , msdyn_entityroutingconfigurationid , msdyn_name
Entity-Workstream Map , msdyn_entityworkstreammap , msdyn_entityworkstreammapid , msdyn_name
Extended User Setting , msdyn_extendedusersetting , msdyn_extendedusersettingid , msdyn_name
Favorite knowledge article , msdyn_favoriteknowledgearticle , msdyn_favoriteknowledgearticleid , msdyn_name
Knowledge Federated Article , msdyn_federatedarticle , msdyn_federatedarticleid , msdyn_title
Knowledge Federated Article Incident , msdyn_federatedarticleincident , msdyn_federatedarticleincidentid , msdyn_name
File Upload , msdyn_fileupload , msdyn_fileuploadid , msdyn_filename
File Upload Status Tracker , msdyn_fileuploadstatustracker , msdyn_fileuploadstatustrackerid , msdyn_uploadfilename
flowcardtype , msdyn_flowcardtype , msdyn_flowcardtypeid , msdyn_name
Forecast , msdyn_forecast , msdyn_forecastid , msdyn_name
Forecast Configuration , msdyn_forecastconfiguration , msdyn_forecastconfigurationid , msdyn_name
Forecast definition , msdyn_forecastdefinition , msdyn_forecastdefinitionid , msdyn_forecastdefinitionname
Forecasting Cache , msdyn_forecastingcache , msdyn_forecastingcacheid , msdyn_cachekey
Forecast Insights , msdyn_forecastinsight , msdyn_forecastinsightid , msdyn_hierarchyrecordid
Forecast , msdyn_forecastinstance , msdyn_forecastinstanceid , msdyn_forecastname
Forecast Prediction Data , msdyn_forecastpredictiondata , msdyn_forecastpredictiondataid , msdyn_hierarchyrecordid
Forecast Prediction Status , msdyn_forecastpredictionstatus , msdyn_forecastpredictionstatusid , msdyn_predictionstatus
Forecast recurrence , msdyn_forecastrecurrence , msdyn_forecastrecurrenceid , msdyn_name
Forecast Summary and Setting , msdyn_forecastsettingsandsummary , msdyn_forecastsettingsandsummaryid , msdyn_name
Functional Location , msdyn_functionallocation , msdyn_functionallocationid , msdyn_name
Functional Location Type , msdyn_functionallocationtype , msdyn_functionallocationtypeid , msdyn_name
GDPRData , msdyn_gdprdata , msdyn_gdprdataid , msdyn_name
Help Page , msdyn_helppage , msdyn_helppageid , msdyn_displayname
ICD Extension , msdyn_icdextension , msdyn_icdextensionid , msdyn_name
icebreakersconfig , msdyn_icebreakersconfig , msdyn_icebreakersconfigid , msdyn_name
Effort estimation model , msdyn_iermlmodel , msdyn_iermlmodelid , msdyn_name
Effort model training details , msdyn_iermltraining , msdyn_iermltrainingid , msdyn_name
Inbox card configuration , msdyn_inboxcardconfiguration , msdyn_inboxcardconfigurationid , msdyn_name
Inbox Configuration , msdyn_inboxconfiguration , msdyn_inboxconfigurationid , msdyn_name
Inbox Entity Configuration , msdyn_inboxentityconfig , msdyn_inboxentityconfigid , msdyn_name
msdyn_incident_msdyn_customerasset , msdyn_incident_msdyn_customerasset , msdyn_incident_msdyn_customerassetid , 
Insights Store Virtual Entity , msdyn_insightsstorevirtualentity , msdyn_insightsstorevirtualentityid , name
Integrated search provider , msdyn_integratedsearchprovider , msdyn_integratedsearchproviderid , msdyn_name
Intent , msdyn_intent , msdyn_intentid , msdyn_name
IoT Alert , msdyn_iotalert , msdyn_iotalertid , msdyn_description
IoT Device , msdyn_iotdevice , msdyn_iotdeviceid , msdyn_name
IoT Device Category , msdyn_iotdevicecategory , msdyn_iotdevicecategoryid , msdyn_name
msdyn_iotdevicecategorycommands , msdyn_iotdevicecategorycommands , msdyn_iotdevicecategorycommandsid , 
IoT Device Command , msdyn_iotdevicecommand , msdyn_iotdevicecommandid , msdyn_name
IoT Device Command Definition , msdyn_iotdevicecommanddefinition , msdyn_iotdevicecommanddefinitionid , msdyn_name
msdyn_iotdevicecommandparameters , msdyn_iotdevicecommandparameters , msdyn_iotdevicecommandparametersid , 
IoT Device Data History , msdyn_iotdevicedatahistory , msdyn_iotdevicedatahistoryid , msdyn_name
IoT Device Property , msdyn_iotdeviceproperty , msdyn_iotdevicepropertyid , msdyn_name
IoT Device Registration History , msdyn_iotdeviceregistrationhistory , msdyn_iotdeviceregistrationhistoryid , msdyn_name
IoT Device Visualization Configuration , msdyn_iotdevicevisualizationconfiguration , msdyn_iotdevicevisualizationconfigurationid , msdyn_name
IoT Field Mapping , msdyn_iotfieldmapping , msdyn_iotfieldmappingid , msdyn_modelinputfieldname
IoT Property Definition , msdyn_iotpropertydefinition , msdyn_iotpropertydefinitionid , msdyn_name
IoT Provider , msdyn_iotprovider , msdyn_iotproviderid , msdyn_name
IoT Provider Instance , msdyn_iotproviderinstance , msdyn_iotproviderinstanceid , msdyn_name
IoT Settings , msdyn_iotsettings , msdyn_iotsettingsid , msdyn_name
IoT Alert to Case Process , msdyn_iottocaseprocess , businessprocessflowinstanceid , bpf_name
JobsState , msdyn_jobsstate , msdyn_jobsstateid , msdyn_name
Knowledge article language setting , msdyn_kalanguagesetting , msdyn_kalanguagesettingid , msdyn_name
Knowledge Article Attachment , msdyn_kbattachment , msdyn_kbattachmentid , msdyn_filename
KB Enrichment , msdyn_kbenrichment , msdyn_kbenrichmentid , msdyn_name
Keywords Description Suggestion Setting , msdyn_kbkeywordsdescsuggestionsetting , msdyn_kbkeywordsdescsuggestionsettingid , msdyn_name
Search provider , msdyn_kmfederatedsearchconfig , msdyn_kmfederatedsearchconfigid , msdyn_name
Knowledge personalization , msdyn_kmpersonalizationsetting , msdyn_kmpersonalizationsettingid , msdyn_name
Knowledge Article Image , msdyn_knowledgearticleimage , msdyn_knowledgearticleimageid , msdyn_filename
Knowledge Article Suggestion , msdyn_knowledgearticlesuggestion , msdyn_knowledgearticlesuggestionid , msdyn_name
Knowledge Article Suggestion Data Source , msdyn_knowledgearticlesuggestiondatasource , msdyn_knowledgearticlesuggestiondatasourceid , msdyn_name
Knowledge Article Template , msdyn_knowledgearticletemplate , msdyn_knowledgearticletemplateid , msdyn_name
Knowledge Asset Configuration , msdyn_knowledgeassetconfiguration , msdyn_knowledgeassetconfigurationid , name
Knowledge Configuration , msdyn_knowledgeconfiguration , msdyn_knowledgeconfigurationid , msdyn_settingname
Knowledge Interaction Insight , msdyn_knowledgeinteractioninsight , msdyn_knowledgeinteractioninsightid , msdyn_interactiontype
Knowledge Management Setting , msdyn_knowledgemanagementsetting , msdyn_knowledgemanagementsettingid , msdyn_entityname
Knowledge search personal filter config , msdyn_knowledgepersonalfilter , msdyn_knowledgepersonalfilterid , msdyn_name
Knowledge search filter , msdyn_knowledgesearchfilter , msdyn_knowledgesearchfilterid , msdyn_name
Knowledge Search Insight , msdyn_knowledgesearchinsight , msdyn_knowledgesearchinsightid , msdyn_searchterm
KPI Event Data , msdyn_kpieventdata , msdyn_kpieventdataid , msdyn_name
KPI Event Definition , msdyn_kpieventdefinition , msdyn_kpieventdefinitionid , msdyn_name
Lead Hygiene Setting , msdyn_leadhygienesetting , msdyn_leadhygienesettingid , msdyn_name
Lead KPI Item , msdyn_leadkpiitem , msdyn_leadkpiitemid , msdyn_name
LeadModelConfig , msdyn_leadmodelconfig , msdyn_leadmodelconfigid , msdyn_name
Linked Entity Attribute Validity , msdyn_linkedentityattributevalidity , msdyn_linkedentityattributevalidityid , msdyn_attributename
Ongoing conversation (Deprecated) , msdyn_liveconversation , msdyn_liveconversationid , msdyn_subject
Live work item event , msdyn_liveworkitemevent , msdyn_liveworkitemeventid , msdyn_name
Work Stream , msdyn_liveworkstream , msdyn_liveworkstreamid , msdyn_name
Work stream capacity profile , msdyn_liveworkstreamcapacityprofile , msdyn_liveworkstreamcapacityprofileid , msdyn_name
Location Template Association , msdyn_locationtemplateassociation , msdyn_locationtemplateassociationid , msdyn_name
Functional Location Type Template Association , msdyn_locationtypetemplateassociation , msdyn_locationtypetemplateassociationid , msdyn_name
Macro Run History , msdyn_macrosession , msdyn_macrosessionid , msdyn_name
Masking Rule , msdyn_maskingrule , msdyn_maskingruleid , msdyn_name
Master Entity Routing Configuration , msdyn_masterentityroutingconfiguration , msdyn_masterentityroutingconfigurationid , msdyn_name
Migration tracker , msdyn_migrationtracker , msdyn_migrationtrackerid , msdyn_name
Mobile App , msdyn_mobileapp , msdyn_mobileappid , name
ModelPreviewStatus , msdyn_modelpreviewstatus , msdyn_modelpreviewstatusid , msdyn_name
Module Run Detail , msdyn_modulerundetail , msdyn_modulerundetailid , msdyn_modelrunid
Most Contacted , msdyn_mostcontacted , msdyn_mostcontactedid , msdyn_primaryname
Most Contacted By , msdyn_mostcontactedby , msdyn_mostcontactedbyid , msdyn_primaryname
msdyn_msdyn_attributevalue_systemuser , msdyn_msdyn_attributevalue_systemuser , msdyn_msdyn_attributevalue_systemuserid , 
msdyn_msdyn_cannedmessage_liveworkstream , msdyn_msdyn_cannedmessage_liveworkstream , msdyn_msdyn_cannedmessage_liveworkstreamid , 
msdyn_msdyn_cannedmessage_msdyn_octag , msdyn_msdyn_cannedmessage_msdyn_octag , msdyn_msdyn_cannedmessage_msdyn_octagid , 
msdyn_msdyn_consoleapplicationnotificationtag , msdyn_msdyn_consoleapplicationnotificationtag , msdyn_msdyn_consoleapplicationnotificationtagid , 
msdyn_msdyn_consoleapplicationnotificationtem , msdyn_msdyn_consoleapplicationnotificationtem , msdyn_msdyn_consoleapplicationnotificationtemid , 
msdyn_msdyn_consoleapplicationsessiontemp_tag , msdyn_msdyn_consoleapplicationsessiontemp_tag , msdyn_msdyn_consoleapplicationsessiontemp_tagid , 
msdyn_msdyn_consoleapplicationsessiontemplate , msdyn_msdyn_consoleapplicationsessiontemplate , msdyn_msdyn_consoleapplicationsessiontemplateid , 
msdyn_msdyn_consoleapplicationtemplate_msdyn_ , msdyn_msdyn_consoleapplicationtemplate_msdyn_ , msdyn_msdyn_consoleapplicationtemplate_msdyn_id , 
msdyn_msdyn_consoleapplicationtemplate_tags , msdyn_msdyn_consoleapplicationtemplate_tags , msdyn_msdyn_consoleapplicationtemplate_tagsid , 
msdyn_msdyn_consoleapplicationtype_msdyn_cons , msdyn_msdyn_consoleapplicationtype_msdyn_cons , msdyn_msdyn_consoleapplicationtype_msdyn_consid , 
msdyn_msdyn_customerasset_knowledgearticl , msdyn_msdyn_customerasset_knowledgearticl , msdyn_msdyn_customerasset_knowledgearticlid , 
msdyn_msdyn_customerasset_knowledgebasere , msdyn_msdyn_customerasset_knowledgebasere , msdyn_msdyn_customerasset_knowledgebasereid , 
msdyn_msdyn_functionallocation_account , msdyn_msdyn_functionallocation_account , msdyn_msdyn_functionallocation_accountid , 
msdyn_msdyn_kbattachment_knowledgearticle , msdyn_msdyn_kbattachment_knowledgearticle , msdyn_msdyn_kbattachment_knowledgearticleid , 
msdyn_msdyn_liveworkstream_systemuser , msdyn_msdyn_liveworkstream_systemuser , msdyn_msdyn_liveworkstream_systemuserid , 
msdyn_msdyn_ocliveworkitem_knowledgeartic , msdyn_msdyn_ocliveworkitem_knowledgeartic , msdyn_msdyn_ocliveworkitem_knowledgearticid , 
msdyn_msdyn_ocliveworkitem_knowledgebaser , msdyn_msdyn_ocliveworkitem_knowledgebaser , msdyn_msdyn_ocliveworkitem_knowledgebaserid , 
msdyn_msdyn_ocrichobject_liveworkstream , msdyn_msdyn_ocrichobject_liveworkstream , msdyn_msdyn_ocrichobject_liveworkstreamid , 
msdyn_msdyn_ocrichobject_msdyn_octag , msdyn_msdyn_ocrichobject_msdyn_octag , msdyn_msdyn_ocrichobject_msdyn_octagid , 
msdyn_msdyn_paneconfig_msdyn_appconfig , msdyn_msdyn_paneconfig_msdyn_appconfig , msdyn_msdyn_paneconfig_msdyn_appconfigid , 
msdyn_msdyn_personalmessage_msdyn_octag , msdyn_msdyn_personalmessage_msdyn_octag , msdyn_msdyn_personalmessage_msdyn_octagid , 
msdyn_msdyn_prod_actioninputparameter_msdyn_par , msdyn_msdyn_prod_actioninputparameter_msdyn_par , msdyn_msdyn_prod_actioninputparameter_msdyn_parid , 
msdyn_msdyn_prod_actionoutputparameter_msdyn_pa , msdyn_msdyn_prod_actionoutputparameter_msdyn_pa , msdyn_msdyn_prod_actionoutputparameter_msdyn_paid , 
msdyn_msdyn_prod_agentscript_msdyn_sessiontempl , msdyn_msdyn_prod_agentscript_msdyn_sessiontempl , msdyn_msdyn_prod_agentscript_msdyn_sessiontemplid , 
msdyn_msdyn_warranty_account , msdyn_msdyn_warranty_account , msdyn_msdyn_warranty_accountid , 
msdyn_msdyn_warranty_msdyn_customerasset , msdyn_msdyn_warranty_msdyn_customerasset , msdyn_msdyn_warranty_msdyn_customerassetid , 
msdyn_msdyn_warranty_msdyn_functionallocation , msdyn_msdyn_warranty_msdyn_functionallocation , msdyn_msdyn_warranty_msdyn_functionallocationid , 
msdyn_msteamssetting , msdyn_msteamssetting , msdyn_msteamssettingid , msdyn_msteamssettingsname
msdyn_msteamssettingsv2 , msdyn_msteamssettingsv2 , msdyn_msteamssettingsv2id , msdyn_msteamssettingsname
NonRelational Data Source , msdyn_nonrelationalds , msdyn_nonrelationaldsid , msdyn_name
Notes analysis Config , msdyn_notesanalysisconfig , msdyn_notesanalysisconfigid , msdyn_name
Notification Field , msdyn_notificationfield , msdyn_notificationfieldid , msdyn_name
Notification Template , msdyn_notificationtemplate , msdyn_notificationtemplateid , msdyn_name
msdyn_notificationtemplate_notificationfield , msdyn_notificationtemplate_notificationfield , msdyn_notificationtemplate_notificationfieldid , 
Geo Location Provider , msdyn_oc_geolocationprovider , msdyn_oc_geolocationproviderid , msdyn_name
Omnichannel agent assignment custom api privilege  , msdyn_ocagentassignedcustomapiprivilege , msdyn_ocagentassignedcustomapiprivilegeid , msdyn_name
Auto block rule , msdyn_ocautoblockrule , msdyn_ocautoblockruleid , msdyn_name
Bot Channel Registration , msdyn_ocbotchannelregistration , msdyn_ocbotchannelregistrationid , msdyn_name
Bot Channel Registration Secret , msdyn_ocbotchannelregistrationsecret , msdyn_ocbotchannelregistrationsecretid , msdyn_name
Omnichannel channel api conversation privilege , msdyn_occhannelapiconversationprivilege , msdyn_occhannelapiconversationprivilegeid , msdyn_name
